TIPOINTERVENTO;Tipo intervento;LONGITUDINE;LATITUDINE
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18359756745;45.472102297
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.16345964242982;45.4849830713801
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.22276781774;45.4364985826
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.21672179717;45.466722424
SCIA art. 23 DPR 380/01: 4 altri interventi individuati dalla legislazione regionale;Altro;9.23265287254;45.4632938501
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.16354902352;45.4638483219
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.2238402033909;45.4565509287989
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.20781585952004;45.4967550223665
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.1722481198;45.4738416179
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.17790796724;45.4358828566
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.22033146366;45.4576456599
CILA 8 -  Altri interventi non riconducibili all'elenco di cui agli articoli 6/10/22 del d.P.R. 6 giugno 2001 n. 380 [Attività n. 30 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222] (specificare il tipo di intervento) ..........................................................................................................................................;Altro;9.22453379146;45.4409771793
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.20826124712;45.4737726138
CILA 8 -  Altri interventi non riconducibili all'elenco di cui agli articoli 6/10/22 del d.P.R. 6 giugno 2001 n. 380 [Attività n. 30 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222] (specificare il tipo di intervento) ..........................................................................................................................................;Altro;9.16257145912;45.4917471171
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.16993834389;45.4796998077
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.2258913647;45.4696259309
PDC 1.5 Varianti in corso d'opera a permessi di costruire che presentano i caratteri delle variazioni essenziali (Attivita' n. 37 - Tabella A - Sez. II del d.lgs. 222/2016);Variazione interna o esterna;9.21092549787;45.4596562791
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.20131595079;45.4568707898
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.22005775834;45.4717232002
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21695980646;45.4713422051
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.16327361652;45.4887636425
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.21377792953;45.4851390488
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.24971832661507;45.4513980953001
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.22540008371;45.4396281823
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18276614509;45.4902133286
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.19544668975;45.4557500771
CILA 2 -  Interventi di restauro e risanamento conservativo di cui all'articolo 3 - comma 1 - lettera c) del d.P.R. n. 380/2001 qualora non riguardino parti strutturali dell'edificio (Attività n. 5 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222);Restauro o risanamento;9.20962453957;45.4625751261
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.20962453957;45.4625751261
CILA 1 - interventi di manutenzione straordinaria di cui all'articolo 3 - comma 1 - lettera b) del d.P.R. n. 380/2001 ivi compresa l'apertura di porte interne o lo spostamento di pareti interne sempre che non riguardino le parti strutturali dell'edificio (Attività n. 3 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222) (3);Manutenzione straordinaria;9.21347814126;45.4664483502
CILA 2 -  Interventi di restauro e risanamento conservativo di cui all'articolo 3 - comma 1 - lettera c) del d.P.R. n. 380/2001 qualora non riguardino parti strutturali dell'edificio (Attività n. 5 - Tabella A - Sez. II - d.lgs. 25 novembre 2016 n. 222);Restauro o risanamento;9.19189128916;45.4610950089
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.20491817158;45.4809009412
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.199323913;45.4819452035
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.18305180158;45.4679237783
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.23211464437;45.4741725457
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.1796105683;45.465782706
Recupero abitativo di sottotetto - artt. 63  64  65  L.R. 12/05;Variazione interna o esterna;9.16844997247931;45.4282260647093
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.16621605742;45.4600469043
SCIA art. 23 DPR 380/01: 1 ristrutturazione edilizia che comporti ad un organismo edilizio in tutto o in parte diverso dal precedente / che comporti modifiche della volumetria complessiva degli edifici o dei prospetti / che comporti mutamenti della destinazione d'uso per immobili compresi nelle zone omogenee A/ che comporti modificazioni della sagoma di immobili sottoposti a vincoli (Attività n. 8 - Tabella A - Sez. II del d.lgs. 222/2016 / art. 10 comma 1 - lettera c) del d.P.R. n. 380/2001);Variazione interna o esterna;9.19084232474;45.5024626358
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.19783106499;45.4696265054
SCIA Art. 22 dpr 380/01: 1 intervento di manutenzione straordinaria (pesante) di cui all'articolo 3  comma 1  lettera b) del d.P.R. n. 380/2001 che riguardino le parti strutturali dell'edificio (Attività n. 4 - Tabella A - Sez. II del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera a) del d.P.R. n. 380/2001 );Manutenzione straordinaria;9.15580192854;45.4725774746
SCIA Art. 22 dpr 380/01: 4 varianti in corso d'opera a PDC che non incidono su parametri urbanistici e su volumetrie / che non comportano mutamento urbanisticamente rilevante della destinazione d'uso / che non modificano la categoria edilizia / che non alterano la sagoma dell'edificio se sottoposto a vincolo / che non violano le eventuali prescrizioni contenute nel PDC / che non presentano i caratteri delle variazioni essenziali (Attività 35/36 - Tabella A - Sez. II del d.lgs. n. 222/16);Variazione interna o esterna;9.17244142937;45.5035871866
SCIA Art. 22 dpr 380/01: 2 interventi di restauro e risanamento conservativo (pesante) di cui all'articolo 3  comma 1  lettera c) del d.P.R. n. 380/2001 qualora riguardino le parti strutturali dell'edificio (Attività n. 6 - Tabella A - Sez. I del d.lgs. n. 222/2016 / art. 22 comma 1 - lettera b) del d.P.R. n. 380/2001 );Restauro o risanamento;9.18645105218;45.4954537815
